variant,batch_index,source_index,objective,parameter_group,pair,cosine,left_norm,right_norm,left_targets,right_targets,left_loss,right_loss
full_control,3,19,total,shared_features,small-medium,0.4796597361564636,8.99227237701416,209.90139770507812,313,25,18.284865856170654,26.460862159729004
full_control,3,19,total,shared_features,small-large,0.5209162831306458,8.99227237701416,1847.9801025390625,313,3,18.284865856170654,187.768903195858
full_control,3,19,total,shared_features,medium-large,0.9941720962524414,209.90139770507812,1847.9801025390625,25,3,26.460862159729004,187.768903195858
full_control,3,19,total,shared_predictors,small-medium,0.4243623614311218,5.658166885375977,100.73442840576172,313,25,18.284865856170654,26.460862159729004
full_control,3,19,total,shared_predictors,small-large,0.4993729889392853,5.658166885375977,892.9300537109375,313,3,18.284865856170654,187.768903195858
full_control,3,19,total,shared_predictors,medium-large,0.9900848269462585,100.73442840576172,892.9300537109375,25,3,26.460862159729004,187.768903195858
full_control,3,19,total,deep_backbone,small-medium,0.3139539659023285,15.769042015075684,237.91554260253906,313,25,18.284865856170654,26.460862159729004
full_control,3,19,total,deep_backbone,small-large,0.35649484395980835,15.769042015075684,2132.252685546875,313,3,18.284865856170654,187.768903195858
full_control,3,19,total,deep_backbone,medium-large,0.9896618723869324,237.91554260253906,2132.252685546875,25,3,26.460862159729004,187.768903195858
full_control,3,19,total,neck,small-medium,0.3540722131729126,15.229890823364258,237.72312927246094,313,25,18.284865856170654,26.460862159729004
full_control,3,19,total,neck,small-large,0.40061381459236145,15.229890823364258,2137.271240234375,313,3,18.284865856170654,187.768903195858
full_control,3,19,total,neck,medium-large,0.9897078275680542,237.72312927246094,2137.271240234375,25,3,26.460862159729004,187.768903195858
full_control,4,21,localization,shared_features,small-medium,-0.0981965959072113,3.2630722522735596,13.024178504943848,315,17,14.827455997467041,56.74444341659546
full_control,4,21,localization,shared_features,small-large,-0.0052020130679011345,3.2630722522735596,48.84697723388672,315,1,14.827455997467041,604.4902620315552
full_control,4,21,localization,shared_features,medium-large,0.0906662791967392,13.024178504943848,48.84697723388672,17,1,56.74444341659546,604.4902620315552
full_control,4,21,localization,shared_predictors,small-medium,0.22586551308631897,3.000767230987549,8.350887298583984,315,17,14.827455997467041,56.74444341659546
full_control,4,21,localization,shared_predictors,small-large,-0.04636243358254433,3.000767230987549,23.23999786376953,315,1,14.827455997467041,604.4902620315552
